5K,50K,500K,5M
0.0,3.1105653001610445E-4,0.0012308840323974374,6.924735373987219E-5
0.0,2.98496223504457E-4,0.0021787733619527787,0.0010197955126684918
0.0,0.001922810404393516,0.002102606069846652,0.0071490633307693535
0.0,0.0032032996957328925,9.891131798350917E-4,0.006556999569694629
0.0,0.003038580855109151,0.005804467719851752,7.157454158041716E-4
0.0,4.997071899773889E-5,9.32280690322127E-5,1.1595266286611343E-4
0.0,0.0033896769512167476,0.003041819521924072,0.0030139754565359006
0.0,0.0022019253767246445,0.0021065448105050066,0.0031019817424957873
0.0,1.8625916056439463E-4,9.507228739303686E-4,0.0022155652376652383
0.0,2.8600042935450455E-4,9.592530911548726E-4,1.9650513040853315E-4
7.519354487360814E-5,6.384930948751436E-4,0.0028677324050100533,0.003897582117982492
0.0,0.0015233847255495694,3.837726817291976E-4,0.001702192920591927
0.0,0.00296634363396192,0.0017458938838621058,0.0011174202087128194
7.203906015030072E-5,0.0011519330893411275,2.465294675624836E-4,5.459179494007502E-4
0.0,3.540437263707706E-4,2.816764374535357E-4,0.0011177327716723566
0.0,1.6209007984813498E-4,8.848737843103206E-4,4.795693564402399E-4
0.0,4.2689879487003E-4,0.0011909632256568807,0.0023355720934781386
0.0,0.002086500119638053,0.006358891271974893,0.00494780102972305
0.0,0.0014930830185999394,1.4323086821107803E-4,7.294380598598007E-4
0.0,3.298416796520027E-4,1.796548810957031E-4,4.55371760497112E-4
0.0,1.0292505328295996E-5,1.463152876846159E-4,1.2598189256593864E-4
0.0,6.735702162696811E-4,0.003013014703782215,2.84942249273015E-5
0.0,7.916602155348424E-5,3.18309034438248E-4,4.4771773643556984E-4
0.0,7.285490477997184E-4,6.989387491752947E-4,0.0014262332571007264
0.0,8.535252229081295E-5,6.619138794068778E-4,0.0014248703820753373
0.002669531635263133,0.0011674205250678377,0.004473278733974373,8.326998504238142E-4
0.0,0.0024461453778008985,0.0011236711468521428,5.670484467090445E-4
0.0,0.0014311906754899413,0.00442125995362091,4.5106101477453435E-4
0.0,1.0805627073341318E-4,0.003383218872552223,2.0606471629711873E-4
0.0,6.294975039832218E-5,2.399259715758389E-4,2.7054778478006276E-4
0.0,0.0022686312152782823,0.004976004867665867,0.003744817500567858
0.0,4.8349134259211663E-4,2.906894655653973E-4,7.113774705774345E-4
0.0,3.2280192367262873E-4,2.6067772406603213E-4,3.075676485304867E-5
0.0,2.854606552049955E-4,8.031537351405578E-4,0.002136782772438803
0.0,8.158238804057381E-5,5.216411324803051E-4,0.0013452995034971527
0.0,2.1953013464263364E-4,0.0012744311981005305,0.0016660986872243158
0.0,4.2533994808104277E-4,0.002533295341261744,6.848559430141478E-4
0.0,5.345664434450744E-5,0.004146224475723039,0.0010765844698923887
0.0,1.1998560172774769E-4,0.0010831719920954797,3.4649788386147216E-4
0.0,5.86018112224288E-4,0.001755230489418201,5.13215057122059E-4
0.0,9.40535385154499E-5,4.360806838648982E-5,6.865146427975057E-5
0.0,0.0035170035606022962,0.005975019823954647,0.0017411479072969613
0.0,3.129538826141753E-4,0.002181520016589677,0.0029827678106053223
0.0,7.449918534843621E-4,2.1479957960427525E-4,6.22343063492019E-4
0.0,0.002378202738561448,0.00399590337105292,0.0038867467686065985
0.0,0.005719517684362525,0.003961807066093293,0.0014317713829047217
0.0,7.057039402165942E-4,0.0016369065531264867,4.906043602276898E-4
0.0,7.614410765040021E-4,5.121098805547583E-4,7.457029618916245E-4
0.0,0.0014927477887339681,4.6446057042035216E-4,0.0014750496835096957
0.0,0.007519579180606233,0.001787906020331147,0.001297409898962974
0.0,3.6962630156201057E-4,8.72535775548579E-4,0.0016853411426218342
0.0,0.0024700533774221854,3.431910858826953E-4,0.004436814587302378
0.0,0.0026840893497689427,9.89447987843202E-4,4.988186456563448E-4
0.0,0.0010930673211708424,0.002330425136425847,0.0018687127726507678
0.0,0.0012256108716222382,0.00295704392887491,9.416747963720398E-4
0.0,0.0012496419125100126,0.0025791740981503217,0.0070415166354932815
0.0,0.0010144135298753658,0.0025293801518597764,0.0024018034406520583
2.354857627418103E-4,0.0018659545967218332,0.0018182582704258396,4.100572662961735E-5
0.0,6.74900241543911E-4,0.0023071040115388397,0.0011222370977868182
0.0,8.881902629297935E-4,3.664770292871778E-4,2.604997206753955E-4
0.0,8.614679612120353E-5,0.0036928710087207575,0.003912661116285251
0.0,5.660141112177526E-4,7.21535608552463E-4,3.1771207771642064E-4
0.0,8.06769729588157E-5,2.8543650637237144E-6,1.7853813435069184E-4
0.0,9.175864387914233E-4,6.361322460831028E-4,8.421617969520763E-4
0.0,0.0018877391143410425,0.0010280585567535906,0.003326591225241408
0.0,0.004525473092272794,5.357381412505765E-4,0.0013588617480966923
9.658553501335604E-5,7.23322278339909E-4,3.126264165853666E-4,0.0010736350448281174
0.0,2.06396699357873E-4,1.4585148603732498E-4,0.001860877451468628
0.0,9.41496197991329E-5,6.305969500494846E-4,0.0014480239824672956
0.0,4.453214169864818E-4,6.062489970208756E-6,6.593962128306811E-4
0.0,6.084814718529076E-4,8.966578154918667E-5,8.640947442577042E-6
0.0,4.568354132558026E-4,5.79464058439559E-4,3.7943127624757495E-4
0.0,0.00104175365412372,6.202458888939492E-4,9.270914309566017E-4
0.0,1.0879588168110294E-4,2.9550189803675703E-4,4.8313888972059926E-4
0.0,1.487004841493931E-5,7.645351947915521E-4,1.8458410262445538E-4
0.0,0.001986584181230357,9.988539467465053E-4,7.526337606993461E-4
0.0,0.0029004622879057994,0.001542732549517687,0.0037615798376599598
0.0,1.368937711704906E-4,3.0098746960213865E-4,5.069636274960641E-4
0.0,0.0019086596579958454,0.003594922362709698,8.38765884726686E-4
0.0018947797019712583,0.0022677141848103737,0.0010288761174789452,0.0022374599333990102
0.0,2.670795368500905E-4,0.0014349477698882356,0.0012079121368846991
0.0,0.005301587666328461,5.324131670153047E-4,0.00761262178137824
0.0,0.004427842553540518,0.009291547309257018,0.005536489648150991
0.0,0.004469744170149565,0.002210879820114864,0.0010226839767761855
0.0,0.001786095585184017,0.0024119859510761373,0.0031185141999081475
0.0,8.24241819760051E-4,0.0020196864863860227,7.210740415501544E-4
0.0,8.913796116903248E-4,0.0035364980470227185,0.002203695838013829
0.0,0.0028647844246926435,0.003597130926207343,0.0014983556606524815
0.0,6.619601660388051E-4,2.470899706212902E-4,3.844910330817521E-5
0.0,0.00273818524055843,3.738329431583018E-4,0.005456289247833341
0.0,0.0023101031065672468,0.003746018789137362,0.003751152444152758
0.0,5.144219398761774E-4,8.348809887372589E-4,9.164063009361759E-4
2.906286576024729E-5,4.181686677307064E-4,0.002780642515693378,2.2253941345281282E-4
0.0,2.939377841310889E-6,1.351355334348836E-4,1.1321367365010063E-4
0.0,6.279923272603577E-4,0.0034696061392993486,0.0022848554362884404
0.0,4.216810311153566E-5,5.416201342189276E-4,7.43186674840358E-4
0.0,8.096360181128218E-4,3.018742803787739E-4,0.0012572395713941844
0.0,0.0017852777002339557,0.00464160360577685,0.0023410095653176176
0.0,2.8056918048081187E-4,5.9865301304185E-4,7.505776667477011E-5
0.0,0.0013593347611645223,0.004220641368487513,0.002516836804599893
0.0,0.0025759810115980244,0.0024286294524766884,0.004881807649921476
0.0,0.0027990568329043985,0.0013512160719628113,0.003044973737061265
0.0,6.417839703897948E-4,0.0013686163283811769,1.1307472468920365E-4
0.0,4.787925846607352E-4,0.0018283893423991294,0.0018549152048623102
0.0,0.004814754951926447,0.0016348259053189035,0.001424005705429555
0.0,6.279915939708202E-4,0.002328253026893392,0.0030567776471836033
0.0,1.1068143110573403E-5,5.599408652892549E-4,5.548275002632866E-4
0.0,0.0025463114512370008,6.311969296703481E-4,0.0027600490299499072
0.0013222184739041319,0.00654725909706645,0.003054385551453974,0.002325339934460474
0.0,1.8126661616852204E-4,8.043558935055712E-5,1.9747913799446576E-4
0.0,1.825855649712914E-4,2.10628312914874E-4,0.002229164904373885
0.0,0.0030591355493543673,0.003916917369139685,0.0016395305882766287
0.0,0.0022607500569315994,1.10188300183244E-6,0.0018987761750906564
0.0,0.004393504267295819,9.978266075599757E-4,0.0016903617263656085
0.0,1.9954567094746646E-5,9.079525070872402E-4,0.0012750500895163661
0.0,1.3091039799093982E-4,0.001832416278442698,0.0013595363418304153
0.0,8.236467773569765E-5,0.0042690363791227,0.004488552814354646
0.0,0.00527091243545898,0.0036999147820611766,0.005951120003721496
0.0,0.003526254678840389,0.0025410361491752602,0.001991244993813515
0.0,0.001334599292916513,0.0028553445699865806,0.006508954544296291
0.0,6.270855933254346E-4,0.0019584434347457726,3.018424407859341E-4
0.0,0.0023361227293040433,5.41566797167097E-4,0.002800609358873526
0.0011454719455658237,4.169947376561191E-5,5.612457972084217E-4,0.0017634285549458673
0.0,9.237747134709287E-5,6.335655994541003E-4,3.1714552226069055E-4
0.0,8.083686179550271E-4,0.001585541067101219,0.0022732937509964885
0.0,4.3905623442375705E-4,4.659519584183124E-4,5.425306351439294E-4
0.0,5.998236470760745E-4,0.0034101298864777085,4.4312723891560044E-4
0.0,7.174400421488794E-5,0.0017469927539644876,1.9852664457480456E-4
0.0,0.002323124990241553,0.00266637107844223,7.946251934027393E-5
0.0,0.001273845148371537,0.0017650394636327315,0.004602661367998874
0.0,4.426635073853142E-4,1.0177568017848873E-5,2.3362435810374633E-5
0.0,0.001833836769887099,5.257292220926719E-4,0.0018561136117804101
0.0,0.003583178966982235,0.008686786230183393,0.0015885177184022175
0.0,2.266331417705403E-4,0.0012431918887688329,8.269278188620196E-4
0.0,0.002567445055649424,6.942298385841768E-4,0.00240269985817654
0.0,0.0023200766349046626,0.002975772751469446,0.008874813399862059
0.0,0.003794113427134536,8.693684205134052E-4,0.0030768079383807706
0.0,0.0012649676055436257,0.0014769935267002342,0.0032621807095762336
0.0,1.004857426067342E-4,1.8492024166776028E-4,2.1254379216300494E-4
0.0,9.148237944890382E-5,6.54757570758889E-4,0.0014252217019491114
0.0,9.617115766370592E-6,6.573843884740164E-5,1.928361541023906E-5
0.0,9.30125987046527E-5,6.024040806944689E-4,0.0019223518706900304
0.0,2.4246454773595128E-4,0.0014849580860308042,8.465429255447856E-4
0.0,0.0015952987263294551,0.0043637800299126984,0.004321484608637949
0.0,3.970573972610181E-5,7.797450495510147E-4,7.778421932962412E-4
0.0,0.004017424030636444,0.0010582724116762234,0.0014150409642246053
0.0022396578978926144,0.004828891526586171,0.002919021606643723,0.004998118771601505
0.0,3.640681981880187E-4,0.0010515350289111971,0.002058047529452854
0.0,0.0021664784921824236,0.0015042475594666048,0.006799364800460479
0.0,8.600147066655678E-6,9.343664496450061E-7,4.1427972108972815E-5
0.0,2.656432999641663E-4,8.571042797226725E-4,8.083099757990429E-4
0.0,0.002914818681450363,0.0024697736628383473,0.0014292916521613742
0.0,1.017837785205387E-5,0.001977011066075595,0.0014454312385225206
0.0,0.0036081101925933517,0.0021237444781912764,0.0012434230604010353
3.1044838240166383E-4,0.002289923352447957,1.1211016378323252E-4,0.0033779348163559056
0.0,0.0017979863987598599,4.4555789398153796E-4,1.5578208677022196E-4
0.0,4.227300524429349E-5,5.231868986674061E-4,0.0010847441699578652
0.0,0.0019667747949786,0.0024061545054548912,1.8710764070466982E-4
0.0,0.003423443245124626,0.0022608682655192135,0.0022300749703202255
0.0,3.5987044663920406E-4,8.233215830156402E-4,1.8531642625413598E-4
0.0,5.657925188067876E-4,2.2501024318845246E-4,0.0022865440178482348
0.0,1.0338258797454296E-4,6.292011188943758E-4,4.8672644715439797E-4
0.0,0.006551963974581263,0.003660141246320336,0.001844638663955381
5.674220401516687E-5,0.002355025039995839,3.505586352204217E-4,5.128057638589699E-4
4.881206460495351E-4,0.0017785100264472444,0.0039772986419465165,3.108127372611617E-4
0.0,0.005475962185839614,5.905295061191441E-4,0.001561171860371229
0.0,7.004243308671723E-4,0.0017061276877742343,0.001112431330024937
0.0,3.4592627948523344E-4,0.0010697839503775594,9.829517411955096E-5
0.0,0.001142059099044693,0.001969558183346774,0.003944731017757425
0.0,4.3033163360835675E-4,3.999211547318572E-4,2.4790739775602827E-4
0.0,8.602233228660979E-5,7.940190556622443E-6,2.2685923262670784E-5
0.0,2.4335250592805783E-5,7.709508598050063E-7,2.9475834793197437E-5
0.0,2.6488233344394555E-4,4.906243044980373E-4,6.216420209106855E-5
0.0,0.0020905949192362126,3.915371512313199E-4,1.0778099487680832E-4
0.0,0.005080271772368525,3.053984212044406E-4,0.00575975877924324
1.0219609069812904E-4,0.0015608798275524019,3.2324403860832144E-4,0.001896376373172644
0.0,7.777379021306605E-4,3.3069738072165187E-4,4.5266080176575716E-4
0.0,3.055912088560622E-4,0.001894177332830586,3.5878917988523066E-4
0.0,1.5972996784571983E-4,8.061298807122863E-4,9.305838945390948E-4
0.0,3.0723158211368287E-4,0.001058647861867274,5.269409203195361E-4
0.0,0.003492481143909476,0.0034588976743452605,0.005520495551210233
0.0013222184739042386,0.007487156731675649,5.28464523026471E-4,0.005371658323394202
0.0,3.3638229674102415E-4,0.00337932101259445,0.001042285068208678
0.0,0.0022784272815018695,0.004137375577370997,0.003573090815851864
0.0,2.5295100841131376E-4,2.2517772648958826E-4,6.354397067906436E-4
0.0,6.1291066642813E-5,0.003619584199576519,0.001441795091462546
0.0,6.561905292977503E-4,0.0018930887749787385,7.242214664059266E-4
0.0,6.111023093563732E-4,0.0015335034614839896,7.244050154071135E-4
0.0,8.230928478192284E-5,4.271409789527731E-5,7.457217579608309E-4
0.0,0.0027967706176735894,0.0030379310342637743,7.778138980268433E-4
1.859126525220322E-4,0.003832624243776743,0.0019205102810949174,0.002013181064239611
0.0,4.598723522963123E-4,7.557699960975955E-5,0.002544543816142522
0.0,7.325622519985131E-4,4.2648608720585734E-4,0.0016909219407208191
0.0,0.0026180409321031857,6.785209715819797E-4,8.688526234810573E-4
0.0,4.4420009389617004E-4,3.1495183509149894E-4,0.001459414609549403
0.0,8.937361084695478E-4,5.111275993865953E-4,0.002359149282045552
0.0,2.1591163491734674E-5,0.0019085539390526084,0.0037142875217032437
0.0,1.0523070076171513E-4,2.1714423322316808E-4,0.0010687944927180836
0.0,2.1316799938530826E-4,8.854921800565714E-4,0.00323439422568177
0.0,0.002571276374761781,0.0010233736297922678,0.0021012669512415023
0.0,0.003982058445901687,0.0011980095372949695,0.0011512197190053945
0.0,3.913356717113439E-5,0.001000939247182163,3.0228433110674185E-4
0.0,8.888635057161064E-6,5.257007462111386E-4,5.934495809397648E-4
0.0,0.0030627045970080696,1.3874769428430812E-4,3.410969256347767E-4
0.0,0.005914592993503869,1.1640094577447752E-4,3.3618926100098393E-4
0.0,0.001019849940171708,0.0030239908952871585,4.909284696771942E-4
0.0,8.743183894133204E-5,0.0013597893545875682,0.0013764776422764936
2.9353649635979626E-4,7.170520661771267E-4,0.0021814052306221303,4.679270208690196E-5
0.0,2.2377714792314215E-5,3.1068501051671727E-4,3.1307839443345085E-4
0.0,0.006970292572190799,6.965360900651775E-4,0.001099485031985776
0.0,8.561773601020845E-4,0.002642092191831414,1.4858043875493256E-5
0.0,6.766350421943836E-4,2.4950537346392094E-4,0.0011459502631946958
0.0,3.8890087343722117E-4,0.0022256586035960314,2.7583763460605805E-4
0.0,1.4844716912067716E-4,0.0010483374932608572,0.0013872139768089941
0.0,5.56474499091209E-5,1.6132680198193008E-4,3.6111706402322774E-4
0.0,8.170102253293128E-4,1.6584193453141345E-4,9.477471752172503E-5
0.0,4.416011724799495E-5,0.0015069096426940625,4.345063462869355E-5
0.0,4.4118426010620265E-4,3.0392437883915935E-5,9.198746275217225E-4
0.0,2.5860541075792433E-4,0.00322955618970898,0.0049962653374739235
0.0,0.0010871954191060329,0.0010916811821745631,9.316553308488864E-4
0.0,0.005024053560100896,0.001520670317415195,0.004610619295503421
0.0,8.149031721140664E-5,0.0017271858769365188,0.009506172234359515
0.0,0.001763698205367675,9.255170460924054E-4,2.9272326990219076E-4
0.0,0.0034441639602324687,9.265133644931356E-4,0.002609373447830318
0.0,0.001550872744191753,0.001362251967927834,0.004938848328070362
0.0,2.1442639370534232E-4,8.983323253298642E-4,1.8940192627156125E-4
0.0,0.0028760665890715854,0.0025119423749587304,0.0015303679418367903
0.0,5.456489354831006E-4,2.53763905728464E-4,0.0017571917761835013
0.0,0.0014078211793178187,9.344102340425964E-5,2.893533198487165E-4
0.0,0.001614553245179672,0.0031797663590885333,0.0011684644016758685
0.0,0.003545719093442066,5.06634993822219E-4,7.68325752884422E-4
0.0,3.0009643084982817E-4,4.511455963170863E-4,5.981750326122203E-4
0.0,6.864163628838692E-4,0.0010707392610449973,4.2070380010821316E-4
0.0,5.317629596041845E-4,3.41079582989843E-4,4.093283562060771E-4
0.0,0.0029212828727940253,0.0019421203925978705,0.0021768881092573715
0.0,0.0016894567881738235,4.91820073568695E-4,0.005678113453194197
0.0,0.002583847886703181,0.001241193070321326,0.0011000126360465596
0.0,0.001960535410858207,0.007403284823793833,0.010741389123109383
0.0,0.0032427026635853153,0.00625716612766403,0.011120991519033958
0.0,0.0017778612893040566,0.0011867730123474153,1.730409891620574E-4
0.0,7.848795703331471E-5,5.695184447676597E-4,0.0016382270506119414
0.0,0.0062222750626016845,0.0021385724428780854,0.002429736577629913
0.0,4.552778703485108E-4,4.0963652192764336E-4,3.3881621911632917E-4
0.0,2.640006136285749E-4,0.001184821379195477,4.4473463952840795E-4
0.0,3.350857562174094E-4,0.0026893424660593707,0.004582240334625241
0.0,0.002519599981323239,0.006219961426521869,6.368982828329255E-4
0.0,6.038192139207798E-4,0.0012242971955030257,5.465655241380276E-4
0.0,0.001213339122175869,9.924027581009558E-4,3.7838546226917093E-4
0.0,6.854640695746113E-5,2.272794845968847E-5,3.0481495283021144E-5
0.0,0.0023345489740083693,0.0046532091533393015,0.00354677617805447
0.0,0.001881397886092526,0.002143202230298837,0.0023989083667585137
0.0,2.79921621945978E-4,0.001476175883252056,6.682971261499042E-5
0.0,0.003611867471741434,0.0026723121076130505,0.003585008594054955
0.0,1.1972393431922181E-4,0.0011765488183251244,5.734729553241809E-4
0.0,0.004361873542512084,0.009834110547884415,2.1432181592975064E-4
0.0,1.533462214793926E-5,2.2131953151539277E-4,4.4602006325225206E-4
0.0,4.2307349644904625E-4,4.427851834357189E-4,1.2434101236734603E-4
0.0,7.213330501917508E-4,0.002829933689442354,0.007081604380408824
0.0,7.447973072389563E-4,9.10300145229481E-4,8.179713264479745E-5
0.0,0.0033623279216762267,8.421399061298193E-4,0.0027872936010235206
0.0,0.002074292794113301,0.0013899254468022278,5.024131597892611E-4
1.6632343477875042E-4,1.39081632772572E-4,0.003948021348423667,0.0015520412988784863
3.9771387535303464E-4,8.235792904660932E-4,0.0029951029829465054,0.007207275698096924
0.0,0.001434097039162582,0.0018391537393602781,0.004241747949414779
0.0,0.0031315541001277606,0.006488833873124113,0.003808793062699219
0.0,7.159483662594643E-4,2.3157192879761902E-4,0.0015644973314969807
0.0,0.0037044140818668345,0.002741715358053833,0.002343196061938295
0.0,4.487194736388129E-4,0.0032575616168019285,0.0010625487994461854
0.0,0.0011677291786296343,0.002023327919913577,6.797912561831434E-4
0.0,6.138143375517756E-5,0.001973525311207627,0.0034636580556904537
0.0,9.238552356544773E-4,0.0016723196039235245,0.0012273616026103017
0.0,3.9999744831498656E-4,0.005090243425795738,0.004895674119281357
0.0,0.001111484382535528,6.326129665382091E-4,0.0013607246254114722
0.0,0.008372934450964271,0.002313335341752967,6.755115971378248E-4
0.0,9.678676914798794E-4,0.005758131419650228,0.001959478811401244
0.0,0.001127891407816218,0.0017637708688457432,0.0018170069681040352
0.0,0.001178098883521833,2.708979818244759E-4,0.001236384956110714
0.0,0.002825165516348755,0.001467745110669537,5.650862717500753E-4
0.0,0.003959589468931833,2.098302036866407E-4,7.040252782887588E-4
0.0,0.001563540833509012,0.002422257080479494,0.0027247537301555705
0.0,0.002971347052048754,0.001130935509124743,0.001496378980265348
0.0,5.200950818789543E-4,0.0011387468301377118,3.925182100152404E-4
0.0,0.0024157822260466397,0.002214991696598691,0.006555851714441583
0.0,0.0022072418179578676,9.669914405560752E-4,9.294464481520119E-4
